dataset,platform,tool,parameter,best_value,metric_name
D25,visium,stClinic,pcs,200,ari
D25,visium,stMSA,knn,5,ari
D25,visium,NicheCompass_batch,knn,30,ari
D25,visium,STAligner,knn,5,ari
D25,visium,SPIRAL,knn,5,ari
D25,visium,SPACEL,knn,5,moran_I
D25,visium,SANTO,knn,5,moran_I
D25,visium,scSLAT,knn,30,clc
D25,visium,scSLAT,pcs,10,clc
D25,visium,Spateo_NR,knn,10,moran_I
D25,visium,Spateo_NR,pcs,200,moran_I
D25,visium,STalign,knn,30,moran_I
D26,visium,STAGATE,knn,5,ari
D26,visium,DeepST,knn,10,ari
D26,visium,DeepST,pcs,200,ari
D26,visium,STG3Net,knn,30,ari
D26,visium,STG3Net,pcs,20,ari
D26,visium,spatiAlign,knn,10,ari
D26,visium,SEDR,knn,30,ari
D26,visium,SEDR,pcs,20,ari
D26,visium,CellCharter,knn,15,ari
D26,visium,BANKSY,knn,20,ari
D26,visium,SpaDo,knn,15,ari
D26,visium,STAMP,knn,30,ari
D26,visium,spCLUE,knn,10,ari
D26,visium,spCLUE,pcs,100,ari
D26,visium,stClinic,knn,5,ari
D26,visium,stClinic,pcs,200,ari
D26,visium,stMSA,knn,5,ari
D26,visium,NicheCompass_batch,knn,30,ari
D26,visium,STAligner,knn,5,ari
D26,visium,SPIRAL,knn,5,ari
D26,visium,SPACEL,knn,5,moran_I
D26,visium,SANTO,knn,5,moran_I
D26,visium,scSLAT,knn,30,clc
D26,visium,scSLAT,pcs,10,clc
D26,visium,Spateo_NR,knn,10,moran_I
D26,visium,Spateo_NR,pcs,200,moran_I
D26,visium,STalign,knn,30,moran_I
D27,merfish,STAGATE,knn,20,ari
D27,merfish,DeepST,knn,20,ari
D27,merfish,DeepST,pcs,200,ari
D27,merfish,STG3Net,knn,30,ari
D27,merfish,STG3Net,pcs,30,ari
D27,merfish,spatiAlign,knn,30,ari
D27,merfish,SEDR,knn,20,ari
D27,merfish,SEDR,pcs,100,ari
D27,merfish,CellCharter,knn,10,ari
D27,merfish,BANKSY,knn,30,ari
D27,merfish,SpaDo,knn,15,ari
D27,merfish,STAMP,knn,20,ari
D27,merfish,spCLUE,knn,10,ari
D27,merfish,spCLUE,pcs,30,ari
D27,merfish,stClinic,knn,30,ari
D27,merfish,stClinic,pcs,100,ari
D27,merfish,stMSA,knn,30,ari
D27,merfish,NicheCompass_batch,knn,15,ari
D27,merfish,STAligner,knn,20,ari
D27,merfish,SPIRAL,knn,10,ari
D27,merfish,SPACEL,knn,5,moran_I
D27,merfish,SANTO,knn,30,moran_I
D27,merfish,scSLAT,knn,20,clc
D27,merfish,scSLAT,pcs,10,clc
D27,merfish,Spateo_NR,knn,20,moran_I
D27,merfish,Spateo_NR,pcs,10,moran_I
D27,merfish,STalign,knn,30,moran_I
D28,merfish,STAGATE,knn,20,ari
D28,merfish,DeepST,knn,20,ari
D28,merfish,DeepST,pcs,200,ari
D28,merfish,STG3Net,knn,30,ari
D28,merfish,STG3Net,pcs,30,ari
D28,merfish,spatiAlign,knn,30,ari
D28,merfish,SEDR,knn,20,ari
D28,merfish,SEDR,pcs,100,ari
D28,merfish,CellCharter,knn,10,ari
D28,merfish,BANKSY,knn,30,ari
D28,merfish,SpaDo,knn,15,ari
D28,merfish,STAMP,knn,20,ari
D28,merfish,spCLUE,knn,10,ari
D28,merfish,spCLUE,pcs,30,ari
D28,merfish,stClinic,knn,30,ari
D28,merfish,stClinic,pcs,100,ari
D28,merfish,stMSA,knn,30,ari
D28,merfish,NicheCompass_batch,knn,15,ari
D28,merfish,STAligner,knn,20,ari
D28,merfish,SPIRAL,knn,10,ari
D28,merfish,SPACEL,knn,5,moran_I
D28,merfish,SANTO,knn,30,moran_I
D28,merfish,scSLAT,knn,20,clc
D28,merfish,scSLAT,pcs,10,clc
D28,merfish,Spateo_NR,knn,20,moran_I
D28,merfish,Spateo_NR,pcs,10,moran_I
D28,merfish,STalign,knn,30,moran_I
D29,merfish,STAGATE,knn,20,ari
D29,merfish,DeepST,knn,20,ari
D29,merfish,DeepST,pcs,200,ari
D29,merfish,STG3Net,knn,30,ari
D29,merfish,STG3Net,pcs,30,ari
D29,merfish,spatiAlign,knn,30,ari
D29,merfish,SEDR,knn,20,ari
D29,merfish,SEDR,pcs,100,ari
D29,merfish,CellCharter,knn,10,ari
D29,merfish,BANKSY,knn,30,ari
D29,merfish,SpaDo,knn,15,ari
D29,merfish,STAMP,knn,20,ari
D29,merfish,spCLUE,knn,10,ari
D29,merfish,spCLUE,pcs,30,ari
D29,merfish,stClinic,knn,30,ari
D29,merfish,stClinic,pcs,100,ari
D29,merfish,stMSA,knn,30,ari
D29,merfish,NicheCompass_batch,knn,15,ari
D29,merfish,STAligner,knn,20,ari
D29,merfish,SPIRAL,knn,10,ari
D29,merfish,SPACEL,knn,5,moran_I
D29,merfish,SANTO,knn,30,moran_I
D29,merfish,scSLAT,knn,20,clc
D29,merfish,scSLAT,pcs,10,clc
D29,merfish,Spateo_NR,knn,20,moran_I
D29,merfish,Spateo_NR,pcs,10,moran_I
D29,merfish,STalign,knn,30,moran_I
D30,merfish,STAGATE,knn,20,ari
D30,merfish,DeepST,knn,20,ari
D30,merfish,DeepST,pcs,200,ari
D30,merfish,STG3Net,knn,30,ari
D30,merfish,STG3Net,pcs,30,ari
D30,merfish,spatiAlign,knn,30,ari
D30,merfish,SEDR,knn,20,ari
D30,merfish,SEDR,pcs,100,ari
D30,merfish,CellCharter,knn,10,ari
D30,merfish,BANKSY,knn,30,ari
D30,merfish,SpaDo,knn,15,ari
D30,merfish,STAMP,knn,20,ari
D30,merfish,spCLUE,knn,10,ari
D30,merfish,spCLUE,pcs,30,ari
D30,merfish,stClinic,knn,30,ari
D30,merfish,stClinic,pcs,100,ari
D30,merfish,stMSA,knn,30,ari
D30,merfish,NicheCompass_batch,knn,15,ari
D30,merfish,STAligner,knn,20,ari
D30,merfish,SPIRAL,knn,10,ari
D30,merfish,SPACEL,knn,5,moran_I
D30,merfish,SANTO,knn,30,moran_I
D30,merfish,scSLAT,knn,20,clc
D30,merfish,scSLAT,pcs,10,clc
D30,merfish,Spateo_NR,knn,20,moran_I
D30,merfish,Spateo_NR,pcs,10,moran_I
D30,merfish,STalign,knn,30,moran_I
D31,merfish,STAGATE,knn,20,ari
D31,merfish,DeepST,knn,20,ari
D31,merfish,DeepST,pcs,200,ari
D31,merfish,STG3Net,knn,30,ari
D31,merfish,STG3Net,pcs,30,ari
D31,merfish,spatiAlign,knn,30,ari
D31,merfish,SEDR,knn,20,ari
D31,merfish,SEDR,pcs,100,ari
D31,merfish,CellCharter,knn,10,ari
D31,merfish,BANKSY,knn,30,ari
D31,merfish,SpaDo,knn,15,ari
D31,merfish,STAMP,knn,20,ari
D31,merfish,spCLUE,knn,10,ari
D31,merfish,spCLUE,pcs,30,ari
D31,merfish,stClinic,knn,30,ari
D31,merfish,stClinic,pcs,100,ari
D31,merfish,stMSA,knn,30,ari
D31,merfish,NicheCompass_batch,knn,15,ari
D31,merfish,STAligner,knn,20,ari
D31,merfish,SPIRAL,knn,10,ari
D31,merfish,SPACEL,knn,5,moran_I
D31,merfish,SANTO,knn,30,moran_I
D31,merfish,scSLAT,knn,20,clc
D31,merfish,scSLAT,pcs,10,clc
D31,merfish,Spateo_NR,knn,20,moran_I
D31,merfish,Spateo_NR,pcs,10,moran_I
D31,merfish,STalign,knn,30,moran_I
D32,visium,STAGATE,knn,5,ari
D32,visium,DeepST,knn,10,ari
D32,visium,DeepST,pcs,200,ari
D32,visium,STG3Net,knn,30,ari
D32,visium,STG3Net,pcs,20,ari
D32,visium,spatiAlign,knn,10,ari
D32,visium,SEDR,knn,30,ari
D32,visium,SEDR,pcs,20,ari
D32,visium,CellCharter,knn,15,ari
D32,visium,BANKSY,knn,20,ari
D32,visium,SpaDo,knn,15,ari
D32,visium,STAMP,knn,30,ari
D32,visium,spCLUE,knn,10,ari
D32,visium,spCLUE,pcs,100,ari
D32,visium,stClinic,knn,5,ari
D32,visium,stClinic,pcs,200,ari
D32,visium,stMSA,knn,5,ari
D32,visium,NicheCompass_batch,knn,30,ari
D32,visium,STAligner,knn,5,ari
D32,visium,SPIRAL,knn,5,ari
D32,visium,SPACEL,knn,5,moran_I
D32,visium,SANTO,knn,5,moran_I
D32,visium,scSLAT,knn,30,clc
D32,visium,scSLAT,pcs,10,clc
D32,visium,Spateo_NR,knn,10,moran_I
D32,visium,Spateo_NR,pcs,200,moran_I
D32,visium,STalign,knn,30,moran_I
D33,starmap,STAGATE,knn,5,ari
D33,starmap,DeepST,knn,5,ari
D33,starmap,DeepST,pcs,150,ari
D33,starmap,STG3Net,knn,20,ari
D33,starmap,STG3Net,pcs,10,ari
D33,starmap,spatiAlign,knn,5,ari
D33,starmap,SEDR,knn,15,ari
D33,starmap,SEDR,pcs,100,ari
D33,starmap,CellCharter,knn,10,ari
D33,starmap,BANKSY,knn,30,ari
D33,starmap,SpaDo,knn,5,ari
D33,starmap,STAMP,knn,15,ari
D33,starmap,spCLUE,knn,30,ari
D33,starmap,spCLUE,pcs,200,ari
D33,starmap,stClinic,knn,15,ari
D33,starmap,stClinic,pcs,100,ari
D33,starmap,stMSA,knn,15,ari
D33,starmap,NicheCompass_batch,knn,15,ari
D33,starmap,STAligner,knn,20,ari
D33,starmap,SPIRAL,knn,20,ari
D33,starmap,SPACEL,knn,5,moran_I
D33,starmap,SANTO,knn,15,moran_I
D33,starmap,scSLAT,knn,30,clc
D33,starmap,scSLAT,pcs,20,clc
D33,starmap,Spateo_NR,knn,10,moran_I
D33,starmap,Spateo_NR,pcs,20,moran_I
D33,starmap,STalign,knn,30,moran_I
D34,merfish,STAGATE,knn,20,ari
D34,merfish,DeepST,knn,20,ari
D34,merfish,DeepST,pcs,200,ari
D34,merfish,STG3Net,knn,30,ari
D34,merfish,STG3Net,pcs,30,ari
D34,merfish,spatiAlign,knn,30,ari
D34,merfish,SEDR,knn,20,ari
D34,merfish,SEDR,pcs,100,ari
D34,merfish,CellCharter,knn,10,ari
D34,merfish,BANKSY,knn,30,ari
D34,merfish,SpaDo,knn,15,ari
D34,merfish,STAMP,knn,20,ari
D34,merfish,spCLUE,knn,10,ari
D34,merfish,spCLUE,pcs,30,ari
D34,merfish,stClinic,knn,30,ari
D34,merfish,stClinic,pcs,100,ari
D34,merfish,stMSA,knn,30,ari
D34,merfish,NicheCompass_batch,knn,15,ari
D34,merfish,STAligner,knn,20,ari
D34,merfish,SPIRAL,knn,10,ari
D34,merfish,SPACEL,knn,5,moran_I
D34,merfish,SANTO,knn,30,moran_I
D34,merfish,scSLAT,knn,20,clc
D34,merfish,scSLAT,pcs,10,clc
D34,merfish,Spateo_NR,knn,20,moran_I
D34,merfish,Spateo_NR,pcs,10,moran_I
D34,merfish,STalign,knn,30,moran_I
D35,stereoseq,STAGATE,knn,10,ari
D35,stereoseq,DeepST,knn,15,ari
D35,stereoseq,DeepST,pcs,20,ari
D35,stereoseq,STG3Net,knn,30,ari
D35,stereoseq,STG3Net,pcs,200,ari
D35,stereoseq,spatiAlign,knn,15,ari
D35,stereoseq,SEDR,knn,10,ari
D35,stereoseq,SEDR,pcs,100,ari
D35,stereoseq,CellCharter,knn,20,ari
D35,stereoseq,BANKSY,knn,15,ari
D35,stereoseq,SpaDo,knn,5,ari
D35,stereoseq,STAMP,knn,30,ari
D35,stereoseq,spCLUE,knn,30,ari
D35,stereoseq,spCLUE,pcs,20,ari
D35,stereoseq,stClinic,knn,5,ari
D35,stereoseq,stClinic,pcs,20,ari
D35,stereoseq,stMSA,knn,5,ari
D35,stereoseq,NicheCompass_batch,knn,15,ari
D35,stereoseq,STAligner,knn,15,ari
D35,stereoseq,SPIRAL,knn,20,ari
D35,stereoseq,SPACEL,knn,15,moran_I
D35,stereoseq,SANTO,knn,30,moran_I
D35,stereoseq,scSLAT,knn,30,clc
D35,stereoseq,scSLAT,pcs,10,clc
D35,stereoseq,Spateo_NR,knn,15,moran_I
D35,stereoseq,Spateo_NR,pcs,50,moran_I
D35,stereoseq,STalign,knn,5,moran_I
D36,visium,STAGATE,knn,5,ari
D36,visium,DeepST,knn,10,ari
D36,visium,DeepST,pcs,200,ari
D36,visium,STG3Net,knn,30,ari
D36,visium,STG3Net,pcs,20,ari
D36,visium,spatiAlign,knn,10,ari
D36,visium,SEDR,knn,30,ari
D36,visium,SEDR,pcs,20,ari
D36,visium,CellCharter,knn,15,ari
D36,visium,BANKSY,knn,20,ari
D36,visium,SpaDo,knn,15,ari
D36,visium,STAMP,knn,30,ari
D36,visium,spCLUE,knn,10,ari
D36,visium,spCLUE,pcs,100,ari
D36,visium,stClinic,knn,5,ari
D36,visium,stClinic,pcs,200,ari
D36,visium,stMSA,knn,5,ari
D36,visium,NicheCompass_batch,knn,30,ari
D36,visium,STAligner,knn,5,ari
D36,visium,SPIRAL,knn,5,ari
D36,visium,SPACEL,knn,5,moran_I
D36,visium,SANTO,knn,5,moran_I
D36,visium,scSLAT,knn,30,clc
D36,visium,scSLAT,pcs,10,clc
D36,visium,Spateo_NR,knn,10,moran_I
D36,visium,Spateo_NR,pcs,200,moran_I
D36,visium,STalign,knn,30,moran_I
D37,visium,STAGATE,knn,5,ari
D37,visium,DeepST,knn,10,ari
D37,visium,DeepST,pcs,200,ari
D37,visium,STG3Net,knn,30,ari
D37,visium,STG3Net,pcs,20,ari
D37,visium,spatiAlign,knn,10,ari
D37,visium,SEDR,knn,30,ari
D37,visium,SEDR,pcs,20,ari
D37,visium,CellCharter,knn,15,ari
D37,visium,BANKSY,knn,20,ari
D37,visium,SpaDo,knn,15,ari
D37,visium,STAMP,knn,30,ari
D37,visium,spCLUE,knn,10,ari
D37,visium,spCLUE,pcs,100,ari
D37,visium,stClinic,knn,5,ari
D37,visium,stClinic,pcs,200,ari
D37,visium,stMSA,knn,5,ari
D37,visium,NicheCompass_batch,knn,30,ari
D37,visium,STAligner,knn,5,ari
D37,visium,SPIRAL,knn,5,ari
D37,visium,SPACEL,knn,5,moran_I
D37,visium,SANTO,knn,5,moran_I
D37,visium,scSLAT,knn,30,clc
D37,visium,scSLAT,pcs,10,clc
D37,visium,Spateo_NR,knn,10,moran_I
D37,visium,Spateo_NR,pcs,200,moran_I
D37,visium,STalign,knn,30,moran_I
D38,visium,STAGATE,knn,5,ari
D38,visium,DeepST,knn,10,ari
D38,visium,DeepST,pcs,200,ari
D38,visium,STG3Net,knn,30,ari
D38,visium,STG3Net,pcs,20,ari
D38,visium,spatiAlign,knn,10,ari
D38,visium,SEDR,knn,30,ari
D38,visium,SEDR,pcs,20,ari
D38,visium,CellCharter,knn,15,ari
D38,visium,BANKSY,knn,20,ari
D38,visium,SpaDo,knn,15,ari
D38,visium,STAMP,knn,30,ari
D38,visium,spCLUE,knn,10,ari
D38,visium,spCLUE,pcs,100,ari
D38,visium,stClinic,knn,5,ari
D38,visium,stClinic,pcs,200,ari
D38,visium,stMSA,knn,5,ari
D38,visium,NicheCompass_batch,knn,30,ari
D38,visium,STAligner,knn,5,ari
D38,visium,SPIRAL,knn,5,ari
D38,visium,SPACEL,knn,5,moran_I
D38,visium,SANTO,knn,5,moran_I
D38,visium,scSLAT,knn,30,clc
D38,visium,scSLAT,pcs,10,clc
D38,visium,Spateo_NR,knn,10,moran_I
D38,visium,Spateo_NR,pcs,200,moran_I
D38,visium,STalign,knn,30,moran_I
D39,visium,STAGATE,knn,5,ari
D39,visium,DeepST,knn,10,ari
D39,visium,DeepST,pcs,200,ari
D39,visium,STG3Net,knn,30,ari
D39,visium,STG3Net,pcs,20,ari
D39,visium,spatiAlign,knn,10,ari
D39,visium,SEDR,knn,30,ari
D39,visium,SEDR,pcs,20,ari
D39,visium,CellCharter,knn,15,ari
D39,visium,BANKSY,knn,20,ari
D39,visium,SpaDo,knn,15,ari
D39,visium,STAMP,knn,30,ari
D39,visium,spCLUE,knn,10,ari
D39,visium,spCLUE,pcs,100,ari
D39,visium,stClinic,knn,5,ari
D39,visium,stClinic,pcs,200,ari
D39,visium,stMSA,knn,5,ari
D39,visium,NicheCompass_batch,knn,30,ari
D39,visium,STAligner,knn,5,ari
D39,visium,SPIRAL,knn,5,ari
D39,visium,SPACEL,knn,5,moran_I
D39,visium,SANTO,knn,5,moran_I
D39,visium,scSLAT,knn,30,clc
D39,visium,scSLAT,pcs,10,clc
D39,visium,Spateo_NR,knn,10,moran_I
D39,visium,Spateo_NR,pcs,200,moran_I
D39,visium,STalign,knn,30,moran_I
D40,visium,STAGATE,knn,5,ari
D40,visium,DeepST,knn,10,ari
D40,visium,DeepST,pcs,200,ari
D40,visium,STG3Net,knn,30,ari
D40,visium,STG3Net,pcs,20,ari
D40,visium,spatiAlign,knn,10,ari
D40,visium,SEDR,knn,30,ari
D40,visium,SEDR,pcs,20,ari
D40,visium,CellCharter,knn,15,ari
D40,visium,BANKSY,knn,20,ari
D40,visium,SpaDo,knn,15,ari
D40,visium,STAMP,knn,30,ari
D40,visium,spCLUE,knn,10,ari
D40,visium,spCLUE,pcs,100,ari
D40,visium,stClinic,knn,5,ari
D40,visium,stClinic,pcs,200,ari
D40,visium,stMSA,knn,5,ari
D40,visium,NicheCompass_batch,knn,30,ari
D40,visium,STAligner,knn,5,ari
D40,visium,SPIRAL,knn,5,ari
D40,visium,SPACEL,knn,5,moran_I
D40,visium,SANTO,knn,5,moran_I
D40,visium,scSLAT,knn,30,clc
D40,visium,scSLAT,pcs,10,clc
D40,visium,Spateo_NR,knn,10,moran_I
D40,visium,Spateo_NR,pcs,200,moran_I
D40,visium,STalign,knn,30,moran_I
D41,visium,STAGATE,knn,5,ari
D41,visium,DeepST,knn,10,ari
D41,visium,DeepST,pcs,200,ari
D41,visium,STG3Net,knn,30,ari
D41,visium,STG3Net,pcs,20,ari
D41,visium,spatiAlign,knn,10,ari
D41,visium,SEDR,knn,30,ari
D41,visium,SEDR,pcs,20,ari
D41,visium,CellCharter,knn,15,ari
D41,visium,BANKSY,knn,20,ari
D41,visium,SpaDo,knn,15,ari
D41,visium,STAMP,knn,30,ari
D41,visium,spCLUE,knn,10,ari
D41,visium,spCLUE,pcs,100,ari
D41,visium,stClinic,knn,5,ari
D41,visium,stClinic,pcs,200,ari
D41,visium,stMSA,knn,5,ari
D41,visium,NicheCompass_batch,knn,30,ari
D41,visium,STAligner,knn,5,ari
D41,visium,SPIRAL,knn,5,ari
D41,visium,SPACEL,knn,5,moran_I
D41,visium,SANTO,knn,5,moran_I
D41,visium,scSLAT,knn,30,clc
D41,visium,scSLAT,pcs,10,clc
D41,visium,Spateo_NR,knn,10,moran_I
D41,visium,Spateo_NR,pcs,200,moran_I
D41,visium,STalign,knn,30,moran_I
D42,visium,STAGATE,knn,5,ari
D42,visium,DeepST,knn,10,ari
D42,visium,DeepST,pcs,200,ari
D42,visium,STG3Net,knn,30,ari
D42,visium,STG3Net,pcs,20,ari
D42,visium,spatiAlign,knn,10,ari
D42,visium,SEDR,knn,30,ari
D42,visium,SEDR,pcs,20,ari
D42,visium,CellCharter,knn,15,ari
D42,visium,BANKSY,knn,20,ari
D42,visium,SpaDo,knn,15,ari
D42,visium,STAMP,knn,30,ari
D42,visium,spCLUE,knn,10,ari
D42,visium,spCLUE,pcs,100,ari
D42,visium,stClinic,knn,5,ari
D42,visium,stClinic,pcs,200,ari
D42,visium,stMSA,knn,5,ari
D42,visium,NicheCompass_batch,knn,30,ari
D42,visium,STAligner,knn,5,ari
D42,visium,SPIRAL,knn,5,ari
D42,visium,SPACEL,knn,5,moran_I
D42,visium,SANTO,knn,5,moran_I
D42,visium,scSLAT,knn,30,clc
D42,visium,scSLAT,pcs,10,clc
D42,visium,Spateo_NR,knn,10,moran_I
D42,visium,Spateo_NR,pcs,200,moran_I
D42,visium,STalign,knn,30,moran_I
D43,visium,STAGATE,knn,5,ari
D43,visium,DeepST,knn,10,ari
D43,visium,DeepST,pcs,200,ari
D43,visium,STG3Net,knn,30,ari
D43,visium,STG3Net,pcs,20,ari
D43,visium,spatiAlign,knn,10,ari
D43,visium,SEDR,knn,30,ari
D43,visium,SEDR,pcs,20,ari
D43,visium,CellCharter,knn,15,ari
D43,visium,BANKSY,knn,20,ari
D43,visium,SpaDo,knn,15,ari
D43,visium,STAMP,knn,30,ari
D43,visium,spCLUE,knn,10,ari
D43,visium,spCLUE,pcs,100,ari
D43,visium,stClinic,knn,5,ari
D43,visium,stClinic,pcs,200,ari
D43,visium,stMSA,knn,5,ari
D43,visium,NicheCompass_batch,knn,30,ari
D43,visium,STAligner,knn,5,ari
D43,visium,SPIRAL,knn,5,ari
D43,visium,SPACEL,knn,5,moran_I
D43,visium,SANTO,knn,5,moran_I
D43,visium,scSLAT,knn,30,clc
D43,visium,scSLAT,pcs,10,clc
D43,visium,Spateo_NR,knn,10,moran_I
D43,visium,Spateo_NR,pcs,200,moran_I
D43,visium,STalign,knn,30,moran_I
D44,visium,STAGATE,knn,5,ari
D44,visium,DeepST,knn,10,ari
D44,visium,DeepST,pcs,200,ari
D44,visium,STG3Net,knn,30,ari
D44,visium,STG3Net,pcs,20,ari
D44,visium,spatiAlign,knn,10,ari
D44,visium,SEDR,knn,30,ari
D44,visium,SEDR,pcs,20,ari
D44,visium,CellCharter,knn,15,ari
D44,visium,BANKSY,knn,20,ari
D44,visium,SpaDo,knn,15,ari
D44,visium,STAMP,knn,30,ari
D44,visium,spCLUE,knn,10,ari
D44,visium,spCLUE,pcs,100,ari
D44,visium,stClinic,knn,5,ari
D44,visium,stClinic,pcs,200,ari
D44,visium,stMSA,knn,5,ari
D44,visium,NicheCompass_batch,knn,30,ari
D44,visium,STAligner,knn,5,ari
D44,visium,SPIRAL,knn,5,ari
D44,visium,SPACEL,knn,5,moran_I
D44,visium,SANTO,knn,5,moran_I
D44,visium,scSLAT,knn,30,clc
D44,visium,scSLAT,pcs,10,clc
D44,visium,Spateo_NR,knn,10,moran_I
D44,visium,Spateo_NR,pcs,200,moran_I
D44,visium,STalign,knn,30,moran_I
D45,visium,STAGATE,knn,5,ari
D45,visium,DeepST,knn,10,ari
D45,visium,DeepST,pcs,200,ari
D45,visium,STG3Net,knn,30,ari
D45,visium,STG3Net,pcs,20,ari
D45,visium,spatiAlign,knn,10,ari
D45,visium,SEDR,knn,30,ari
D45,visium,SEDR,pcs,20,ari
D45,visium,CellCharter,knn,15,ari
D45,visium,BANKSY,knn,20,ari
D45,visium,SpaDo,knn,15,ari
D45,visium,STAMP,knn,30,ari
D45,visium,spCLUE,knn,10,ari
D45,visium,spCLUE,pcs,100,ari
D45,visium,stClinic,knn,5,ari
D45,visium,stClinic,pcs,200,ari
D45,visium,stMSA,knn,5,ari
D45,visium,NicheCompass_batch,knn,30,ari
D45,visium,STAligner,knn,5,ari
D45,visium,SPIRAL,knn,5,ari
D45,visium,SPACEL,knn,5,moran_I
D45,visium,SANTO,knn,5,moran_I
D45,visium,scSLAT,knn,30,clc
D45,visium,scSLAT,pcs,10,clc
D45,visium,Spateo_NR,knn,10,moran_I
D45,visium,Spateo_NR,pcs,200,moran_I
D45,visium,STalign,knn,30,moran_I
D46,visium,STAGATE,knn,5,ari
D46,visium,DeepST,knn,10,ari
D46,visium,DeepST,pcs,200,ari
D46,visium,STG3Net,knn,30,ari
D46,visium,STG3Net,pcs,20,ari
D46,visium,spatiAlign,knn,10,ari
D46,visium,SEDR,knn,30,ari
D46,visium,SEDR,pcs,20,ari
D46,visium,CellCharter,knn,15,ari
D46,visium,BANKSY,knn,20,ari
D46,visium,SpaDo,knn,15,ari
D46,visium,STAMP,knn,30,ari
D46,visium,spCLUE,knn,10,ari
D46,visium,spCLUE,pcs,100,ari
D46,visium,stClinic,knn,5,ari
D46,visium,stClinic,pcs,200,ari
D46,visium,stMSA,knn,5,ari
D46,visium,NicheCompass_batch,knn,30,ari
D46,visium,STAligner,knn,5,ari
D46,visium,SPIRAL,knn,5,ari
D46,visium,SPACEL,knn,5,moran_I
D46,visium,SANTO,knn,5,moran_I
D46,visium,scSLAT,knn,30,clc
D46,visium,scSLAT,pcs,10,clc
D46,visium,Spateo_NR,knn,10,moran_I
D46,visium,Spateo_NR,pcs,200,moran_I
D46,visium,STalign,knn,30,moran_I
D47,visium,STAGATE,knn,5,ari
D47,visium,DeepST,knn,10,ari
D47,visium,DeepST,pcs,200,ari
D47,visium,STG3Net,knn,30,ari
D47,visium,STG3Net,pcs,20,ari
D47,visium,spatiAlign,knn,10,ari
D47,visium,SEDR,knn,30,ari
D47,visium,SEDR,pcs,20,ari
D47,visium,CellCharter,knn,15,ari
D47,visium,BANKSY,knn,20,ari
D47,visium,SpaDo,knn,15,ari
D47,visium,STAMP,knn,30,ari
D47,visium,spCLUE,knn,10,ari
D47,visium,spCLUE,pcs,100,ari
D47,visium,stClinic,knn,5,ari
D47,visium,stClinic,pcs,200,ari
D47,visium,stMSA,knn,5,ari
D47,visium,NicheCompass_batch,knn,30,ari
D47,visium,STAligner,knn,5,ari
D47,visium,SPIRAL,knn,5,ari
D47,visium,SPACEL,knn,5,moran_I
D47,visium,SANTO,knn,5,moran_I
D47,visium,scSLAT,knn,30,clc
D47,visium,scSLAT,pcs,10,clc
D47,visium,Spateo_NR,knn,10,moran_I
D47,visium,Spateo_NR,pcs,200,moran_I
D47,visium,STalign,knn,30,moran_I
SD1,merfish,STAGATE,knn,20,ari
SD1,merfish,DeepST,knn,20,ari
SD1,merfish,DeepST,pcs,200,ari
SD1,merfish,STG3Net,knn,30,ari
SD1,merfish,STG3Net,pcs,30,ari
SD1,merfish,spatiAlign,knn,30,ari
SD1,merfish,SEDR,knn,20,ari
SD1,merfish,SEDR,pcs,100,ari
SD1,merfish,CellCharter,knn,10,ari
SD1,merfish,BANKSY,knn,30,ari
SD1,merfish,SpaDo,knn,15,ari
SD1,merfish,STAMP,knn,20,ari
SD1,merfish,spCLUE,knn,10,ari
SD1,merfish,spCLUE,pcs,30,ari
SD1,merfish,stClinic,knn,30,ari
SD1,merfish,stClinic,pcs,100,ari
SD1,merfish,stMSA,knn,30,ari
SD1,merfish,NicheCompass_batch,knn,15,ari
SD1,merfish,STAligner,knn,20,ari
SD1,merfish,SPIRAL,knn,10,ari
SD1,merfish,SPACEL,knn,5,moran_I
SD1,merfish,SANTO,knn,30,moran_I
SD1,merfish,scSLAT,knn,20,clc
SD1,merfish,scSLAT,pcs,10,clc
SD1,merfish,Spateo_NR,knn,20,moran_I
SD1,merfish,Spateo_NR,pcs,10,moran_I
SD1,merfish,STalign,knn,30,moran_I
SD2,merfish,STAGATE,knn,20,ari
SD2,merfish,DeepST,knn,20,ari
SD2,merfish,DeepST,pcs,200,ari
SD2,merfish,STG3Net,knn,30,ari
SD2,merfish,STG3Net,pcs,30,ari
SD2,merfish,spatiAlign,knn,30,ari
SD2,merfish,SEDR,knn,20,ari
SD2,merfish,SEDR,pcs,100,ari
SD2,merfish,CellCharter,knn,10,ari
SD2,merfish,BANKSY,knn,30,ari
SD2,merfish,SpaDo,knn,15,ari
SD2,merfish,STAMP,knn,20,ari
SD2,merfish,spCLUE,knn,10,ari
SD2,merfish,spCLUE,pcs,30,ari
SD2,merfish,stClinic,knn,30,ari
SD2,merfish,stClinic,pcs,100,ari
SD2,merfish,stMSA,knn,30,ari
SD2,merfish,NicheCompass_batch,knn,15,ari
SD2,merfish,STAligner,knn,20,ari
SD2,merfish,SPIRAL,knn,10,ari
SD2,merfish,SPACEL,knn,5,moran_I
SD2,merfish,SANTO,knn,30,moran_I
SD2,merfish,scSLAT,knn,20,clc
SD2,merfish,scSLAT,pcs,10,clc
SD2,merfish,Spateo_NR,knn,20,moran_I
SD2,merfish,Spateo_NR,pcs,10,moran_I
SD2,merfish,STalign,knn,30,moran_I
SD3,merfish,STAGATE,knn,20,ari
